customer_idx,customer_id,row,col,cell_linear,weight,volume,priority,cluster,vehicle_id,depot_id
347,C000778,560,1964,1471404,6.600000,0.211000,2.000000,53,V0267,D001_4
348,C000783,650,2313,1707913,24.180000,0.224000,2.000000,53,V0267,D001_4
349,C000784,602,1184,1580832,9.510000,0.096000,2.000000,31,V0064,D001_2
350,C000785,148,812,389164,16.200001,0.158000,3.000000,27,V0064,D001_2
351,C000789,197,2311,519239,11.600000,0.213000,3.000000,62,V0004,D001_5
352,C000790,1347,1856,3536384,15.100000,0.151000,2.000000,58,V0267,D001_4
353,C000791,630,1390,1654510,15.850000,0.134000,1.000000,34,V0064,D001_2
354,C000792,224,2579,590355,24.360001,0.202000,3.000000,62,V0004,D001_5
355,C000795,1540,299,4041259,19.080000,0.214000,2.000000,29,V0064,D001_2
356,C000796,1875,1861,4921861,12.370000,0.215000,2.000000,-1,,
357,C000798,1803,1149,4732221,19.910000,0.195000,2.000000,-1,,
358,C000799,901,2116,2366340,12.150000,0.058000,1.000000,50,V0267,D001_4
359,C000800,1415,663,3713623,0.820000,0.046000,3.000000,32,V0064,D001_2
360,C000801,712,2150,1870438,14.400000,0.232000,2.000000,50,V0267,D001_4
361,C000803,492,2086,1293094,21.330000,0.412000,3.000000,53,V0267,D001_4
362,C000807,1487,314,3902202,18.100000,0.136000,3.000000,29,V0064,D001_2
363,C000809,788,783,2068495,13.510000,0.198000,2.000000,31,V0064,D001_2
364,C000812,1205,1302,3163222,11.140000,0.150000,2.000000,60,V0267,D001_4
365,C000813,1169,1107,3068563,16.490000,0.080000,2.000000,60,V0267,D001_4
366,C000815,1050,1757,2756957,6.070000,0.177000,2.000000,55,V0267,D001_4
367,C000817,1603,1524,4207796,12.150000,0.038000,2.000000,60,V0267,D001_4
368,C000818,1846,1661,4845565,16.780001,0.026000,2.000000,-1,,
369,C000820,128,1615,337487,1.100000,0.240000,2.000000,25,V0064,D001_2
370,C000821,1905,757,4999477,2.880000,0.130000,2.000000,38,V0049,D001_3
371,C000822,746,1743,1959247,2.830000,0.124000,3.000000,55,V0267,D001_4
372,C000825,726,1013,1906037,6.080000,0.197000,2.000000,31,V0064,D001_2
373,C000827,1677,2027,4402475,3.940000,0.180000,1.000000,58,V0267,D001_4
374,C000829,66,2128,175312,8.350000,0.159000,3.000000,62,V0004,D001_5
375,C000831,2037,2232,5347320,1.190000,0.228000,1.000000,7,V0127,D001_1
376,C000834,1173,1154,3079106,1.220000,0.038000,1.000000,33,V0064,D001_2
377,C000836,1828,1981,4798653,22.389999,0.095000,3.000000,-1,,
378,C000837,448,761,1176313,1.490000,0.036000,2.000000,27,V0064,D001_2
379,C000838,1409,1028,3698244,20.870001,0.228000,2.000000,60,V0267,D001_4
380,C000847,1504,1158,3947654,0.860000,0.169000,3.000000,60,V0267,D001_4
381,C000848,1004,1216,2635712,10.750000,0.151000,1.000000,63,V0004,D001_5
382,C000849,626,1209,1643833,2.550000,0.236000,1.000000,31,V0064,D001_2
383,C000851,406,1956,1067300,3.370000,0.098000,2.000000,53,V0267,D001_4
384,C000854,1797,1194,4716522,14.320000,0.052000,2.000000,-1,,
385,C000858,2651,1620,6957844,7.320000,0.074000,2.000000,-1,,
386,C000865,2622,259,6880387,20.410000,0.160000,2.000000,-1,,
387,C000868,2458,1908,6451700,13.720000,0.104000,3.000000,1,V0127,D001_1
388,C000871,2171,1720,5698424,19.670000,0.077000,2.000000,-1,,
389,C000874,1407,1655,3693623,20.290001,0.035000,2.000000,58,V0267,D001_4
390,C000875,1084,1834,2846250,15.940000,0.215000,2.000000,55,V0267,D001_4
391,C000876,1797,1460,4716788,12.140000,0.030000,2.000000,-1,,
392,C000878,2397,1295,6291023,3.510000,0.118000,2.000000,42,V0049,D001_3
393,C000879,434,1332,1140148,8.790000,0.011000,3.000000,28,V0064,D001_2
394,C000883,2345,2276,6155556,17.040001,0.069000,1.000000,3,V0127,D001_1
395,C000888,1547,1551,4060879,8.730000,0.047000,2.000000,60,V0267,D001_4
396,C000889,1287,1549,3378637,12.010000,0.098000,3.000000,60,V0267,D001_4
397,C000893,336,1024,882688,21.209999,0.181000,2.000000,28,V0064,D001_2
398,C000894,1816,190,4765374,1.940000,0.182000,3.000000,26,V0064,D001_2
399,C000895,359,2586,944602,21.450001,0.023000,2.000000,62,V0004,D001_5
400,C000896,974,1832,2557608,7.650000,0.160000,1.000000,55,V0267,D001_4
401,C000897,2392,128,6276736,24.520000,0.208000,2.000000,-1,,
402,C000899,2093,46,5492078,18.709999,0.139000,2.000000,26,V0064,D001_2
403,C000900,2473,1760,6490912,20.049999,0.129000,1.000000,1,V0127,D001_1
404,C000902,189,376,496312,7.530000,0.111000,2.000000,24,V0064,D001_2
405,C000903,2134,1258,5600874,15.980000,0.100000,1.000000,-1,,
406,C000904,2289,1756,6008092,11.670000,0.139000,2.000000,1,V0127,D001_1
407,C000906,2189,1653,5745589,0.420000,0.185000,2.000000,1,V0127,D001_1
408,C000911,13,674,34786,10.910000,0.069000,2.000000,27,V0064,D001_2
409,C000922,688,2518,1807830,22.879999,0.133000,2.000000,59,V0267,D001_4
410,C000924,1767,759,4637367,10.260000,0.100000,2.000000,-1,,
411,C000925,1242,2192,3261200,21.920000,0.021000,1.000000,4,V0127,D001_1
412,C000926,1351,1984,3547008,9.380000,0.194000,1.000000,58,V0267,D001_4
413,C000927,1249,732,3278108,13.390000,0.224000,2.000000,63,V0004,D001_5
414,C000928,39,1388,103724,8.860000,0.143000,2.000000,28,V0064,D001_2
415,C000930,142,2318,374926,20.549999,0.199000,2.000000,62,V0004,D001_5
416,C000931,1674,642,4393218,13.190000,0.218000,2.000000,-1,,
417,C000932,2496,1995,6551499,17.180000,0.034000,2.000000,3,V0127,D001_1
418,C000933,810,1773,2127213,19.450001,0.233000,3.000000,55,V0267,D001_4
419,C000934,1280,932,3359652,5.330000,0.189000,2.000000,63,V0004,D001_5
420,C000935,205,2239,540159,16.320000,0.156000,2.000000,62,V0004,D001_5
421,C000936,1135,1529,2979769,9.550000,0.248000,2.000000,55,V0267,D001_4
422,C000939,798,1982,2095934,24.059999,0.125000,2.000000,55,V0267,D001_4
423,C000940,1639,1127,4301863,24.969999,0.248000,1.000000,-1,,
424,C000944,1036,1787,2720251,18.010000,0.047000,2.000000,55,V0267,D001_4
425,C000945,285,229,748069,14.260000,0.049000,2.000000,24,V0064,D001_2
426,C000947,68,1753,180185,22.690001,0.011000,2.000000,25,V0064,D001_2
427,C000950,1512,2459,3969947,6.870000,0.237000,2.000000,4,V0127,D001_1
428,C000951,2236,1980,5869244,2.950000,0.026000,3.000000,3,V0127,D001_1
429,C000952,1790,167,4697127,3.080000,0.007000,1.000000,29,V0064,D001_2
430,C000956,2162,679,5673767,23.040001,0.239000,1.000000,-1,,
431,C000957,1848,1212,4850364,9.960000,0.203000,2.000000,-1,,
432,C000958,589,129,1545665,13.700000,0.096000,2.000000,30,V0064,D001_2
433,C000959,927,433,2432881,10.400000,0.021000,2.000000,32,V0064,D001_2
434,C000961,456,1550,1198094,24.870001,0.008000,1.000000,34,V0064,D001_2
435,C000963,452,1063,1187111,14.200000,0.035000,2.000000,28,V0064,D001_2
436,C000964,2230,2319,5853839,15.180000,0.063000,1.000000,3,V0127,D001_1
437,C000966,1313,1456,3446768,16.650000,0.118000,1.000000,60,V0267,D001_4
438,C000968,2635,2027,6916267,24.620001,0.201000,3.000000,-1,,
439,C000970,294,1648,773104,21.950001,0.098000,1.000000,25,V0064,D001_2
440,C000973,2369,1031,6217287,11.510000,0.100000,2.000000,-1,,
441,C000976,547,2219,1437547,15.050000,0.015000,2.000000,53,V0267,D001_4
442,C000978,124,1104,326480,22.430000,0.212000,2.000000,28,V0064,D001_2
443,C000979,2380,1066,6246186,20.120001,0.008000,1.000000,39,V0049,D001_3
444,C000981,120,327,315207,9.600000,0.040000,2.000000,24,V0064,D001_2
445,C000983,776,1636,2037860,17.450001,0.008000,2.000000,34,V0064,D001_2
446,C000984,1634,2492,4290108,11.120000,0.069000,2.000000,4,V0127,D001_1
447,C000986,2276,73,5972297,13.920000,0.158000,2.000000,26,V0064,D001_2
448,C000987,1092,510,2865918,5.070000,0.172000,3.000000,32,V0064,D001_2
449,C000988,2615,1025,6862785,14.300000,0.182000,2.000000,-1,,
450,C000990,2234,630,5862646,22.750000,0.189000,1.000000,41,V0049,D001_3
451,C000992,1794,895,4708351,11.560000,0.113000,2.000000,-1,,
452,C000994,278,862,730334,13.560000,0.212000,2.000000,27,V0064,D001_2
453,C000996,532,1450,1397418,24.950001,0.241000,3.000000,34,V0064,D001_2
454,C000998,2482,823,6513591,14.580000,0.020000,2.000000,-1,,
455,C000999,1734,680,4550696,20.600000,0.007000,2.000000,-1,,
456,C001000,288,1662,757374,19.049999,0.144000,1.000000,25,V0064,D001_2
457,C001001,1726,1356,4530380,13.760000,0.068000,2.000000,-1,,
458,C001003,2051,2281,5384105,7.760000,0.073000,2.000000,7,V0127,D001_1
459,C001006,222,1072,583600,17.080000,0.097000,2.000000,28,V0064,D001_2
460,C001007,1946,1048,5107352,20.180000,0.031000,2.000000,43,V0049,D001_3
461,C001010,1630,776,4277896,12.500000,0.024000,1.000000,-1,,
462,C001012,983,2379,2581771,1.290000,0.172000,1.000000,50,V0267,D001_4
463,C001013,1946,558,5106862,19.250000,0.167000,2.000000,40,V0049,D001_3
464,C001015,1247,228,3272356,19.290001,0.039000,2.000000,32,V0064,D001_2
465,C001019,1235,714,3241354,19.490000,0.115000,2.000000,63,V0004,D001_5
466,C001020,426,689,1118513,10.550000,0.105000,2.000000,27,V0064,D001_2
467,C001024,2313,2440,6071752,19.580000,0.055000,3.000000,-1,,
468,C001025,2083,498,5466290,10.560000,0.123000,1.000000,-1,,
469,C001027,520,1220,1365700,5.120000,0.226000,2.000000,31,V0064,D001_2
470,C001028,1758,213,4613205,16.290001,0.211000,1.000000,29,V0064,D001_2
471,C001029,2408,2097,6320689,23.490000,0.225000,2.000000,3,V0127,D001_1
472,C001031,2305,2263,6050583,0.760000,0.245000,3.000000,3,V0127,D001_1
473,C001032,1266,1861,3323845,19.549999,0.223000,2.000000,55,V0267,D001_4
474,C001033,298,70,782022,15.880000,0.240000,1.000000,24,V0064,D001_2
475,C001034,507,256,1330624,3.120000,0.061000,3.000000,24,V0064,D001_2
476,C001035,616,595,1616979,13.880000,0.060000,3.000000,33,V0064,D001_2
477,C001038,204,57,535353,17.040001,0.097000,2.000000,24,V0064,D001_2
478,C001040,1883,2490,4943482,13.920000,0.207000,2.000000,7,V0127,D001_1
479,C001041,51,881,134705,9.450000,0.192000,2.000000,27,V0064,D001_2
480,C001044,133,2235,351227,19.250000,0.006000,2.000000,62,V0004,D001_5
481,C001046,27,1650,72498,4.400000,0.190000,2.000000,25,V0064,D001_2
482,C001049,1761,1575,4622439,1.970000,0.202000,3.000000,-1,,
483,C001050,2223,316,5833468,14.590000,0.197000,1.000000,26,V0064,D001_2
484,C001052,141,1162,371146,17.459999,0.186000,2.000000,28,V0064,D001_2
485,C001054,1860,2370,4883010,17.010000,0.136000,1.000000,7,V0127,D001_1
486,C001056,2518,1038,6608270,15.410000,0.137000,2.000000,-1,,
487,C001057,1531,1215,4018559,1.230000,0.174000,2.000000,60,V0267,D001_4
488,C001058,1350,2389,3544789,19.190001,0.042000,3.000000,4,V0127,D001_1
489,C001059,219,1288,575944,1.630000,0.021000,2.000000,28,V0064,D001_2
490,C001060,2066,885,5422069,19.209999,0.045000,1.000000,-1,,
491,C001065,2147,73,5633801,1.860000,0.164000,2.000000,26,V0064,D001_2
492,C001066,702,1594,1843642,5.220000,0.079000,3.000000,34,V0064,D001_2
493,C001070,1440,2042,3780602,11.360000,0.048000,1.000000,58,V0267,D001_4
494,C001071,1902,1361,4992209,9.180000,0.116000,1.000000,-1,,
495,C001072,2061,1143,5409207,1.500000,0.152000,3.000000,-1,,
496,C001073,2224,1937,5837713,14.890000,0.137000,2.000000,1,V0127,D001_1
497,C001075,110,1618,290258,17.080000,0.030000,2.000000,25,V0064,D001_2
498,C001078,1794,1992,4709448,16.740000,0.179000,2.000000,-1,,
499,C001081,1091,155,2862939,24.080000,0.187000,1.000000,32,V0064,D001_2
500,C001082,1695,2171,4449851,13.550000,0.055000,1.000000,19,V0190,D001_1
501,C001084,1878,1988,4929860,7.830000,0.116000,2.000000,-1,,
502,C001086,1664,884,4367220,24.709999,0.247000,3.000000,-1,,
503,C001087,1741,1360,4569744,21.670000,0.228000,1.000000,-1,,
504,C001091,601,687,1577711,9.740000,0.231000,2.000000,33,V0064,D001_2
505,C001092,25,2241,67841,5.850000,0.209000,2.000000,62,V0004,D001_5
506,C001093,1337,159,3508447,4.320000,0.063000,2.000000,29,V0064,D001_2
507,C001095,1408,2471,3697063,9.320000,0.063000,2.000000,4,V0127,D001_1
508,C001096,1383,1298,3630290,21.420000,0.039000,1.000000,60,V0267,D001_4
509,C001098,314,1901,825837,20.139999,0.069000,2.000000,25,V0064,D001_2
510,C001100,802,636,2105084,24.790001,0.063000,2.000000,33,V0064,D001_2
511,C001101,1464,640,3842176,13.420000,0.059000,3.000000,32,V0064,D001_2
512,C001103,2621,803,6878307,16.600000,0.163000,2.000000,-1,,
513,C001105,1030,480,2703200,5.770000,0.226000,2.000000,32,V0064,D001_2
514,C001106,752,314,1973562,23.120001,0.213000,3.000000,30,V0064,D001_2
515,C001107,463,829,1215741,21.080000,0.029000,2.000000,27,V0064,D001_2
516,C001108,557,1992,1463560,13.960000,0.140000,2.000000,53,V0267,D001_4
517,C001113,2445,132,6415812,9.730000,0.142000,2.000000,-1,,
518,C001114,842,2556,2211964,3.490000,0.153000,2.000000,50,V0267,D001_4
519,C001119,850,1799,2232199,22.230000,0.206000,3.000000,55,V0267,D001_4
520,C001120,358,710,940102,21.900000,0.158000,1.000000,27,V0064,D001_2
521,C001122,619,513,1624769,19.690001,0.173000,2.000000,33,V0064,D001_2
522,C001123,498,1852,1308604,19.559999,0.193000,3.000000,53,V0267,D001_4
523,C001127,1109,2548,2912564,11.500000,0.181000,2.000000,50,V0267,D001_4
524,C001128,431,2402,1133346,13.970000,0.026000,2.000000,53,V0267,D001_4
525,C001129,2347,1084,6159612,7.060000,0.200000,2.000000,39,V0049,D001_3
526,C001130,1676,1459,4399283,13.160000,0.194000,3.000000,-1,,
527,C001131,2025,2272,5315872,23.980000,0.097000,1.000000,7,V0127,D001_1
528,C001132,1150,1424,3019024,11.540000,0.139000,1.000000,60,V0267,D001_4
529,C001136,1376,871,3611495,21.010000,0.190000,1.000000,63,V0004,D001_5
530,C001144,217,78,569486,7.490000,0.086000,3.000000,24,V0064,D001_2
531,C001147,2096,1683,5501587,24.440001,0.208000,1.000000,-1,,
532,C001149,1183,1478,3105670,13.920000,0.025000,2.000000,55,V0267,D001_4
533,C001152,1103,725,2894997,4.270000,0.020000,2.000000,33,V0064,D001_2
534,C001153,2389,1460,6270196,18.430000,0.052000,2.000000,36,V0049,D001_3
535,C001155,1664,1152,4367488,11.260000,0.227000,1.000000,-1,,
536,C001157,1705,230,4474150,23.959999,0.034000,2.000000,29,V0064,D001_2
537,C001159,2413,29,6331741,5.760000,0.177000,2.000000,-1,,
538,C001165,737,1875,1935763,8.030000,0.097000,1.000000,53,V0267,D001_4
539,C001166,488,540,1281052,0.530000,0.079000,2.000000,24,V0064,D001_2
540,C001167,1320,1712,3465392,20.590000,0.231000,2.000000,58,V0267,D001_4
541,C001168,1480,1668,3885188,14.530000,0.030000,2.000000,58,V0267,D001_4
542,C001169,436,1202,1145266,12.950000,0.079000,2.000000,28,V0064,D001_2
543,C001171,2363,296,6200808,23.290001,0.140000,2.000000,-1,,
544,C001172,1364,918,3580054,14.700000,0.035000,2.000000,63,V0004,D001_5
545,C001174,217,2041,571449,7.860000,0.100000,2.000000,62,V0004,D001_5
546,C001175,164,2103,432439,4.220000,0.083000,2.000000,62,V0004,D001_5
547,C001179,1979,1004,5193900,13.570000,0.090000,3.000000,43,V0049,D001_3
548,C001180,643,1876,1689108,3.670000,0.162000,1.000000,53,V0267,D001_4
549,C001181,1319,2613,3463669,11.790000,0.181000,3.000000,4,V0127,D001_1
550,C001182,1509,1644,3961260,10.250000,0.216000,2.000000,63,V0004,D001_5
551,C001183,49,1871,130447,4.710000,0.118000,2.000000,25,V0064,D001_2
552,C001184,1526,1671,4005895,16.360001,0.221000,2.000000,58,V0267,D001_4
553,C001185,1424,1495,3738071,9.350000,0.194000,2.000000,60,V0267,D001_4
554,C001186,0,392,392,17.330000,0.047000,1.000000,24,V0064,D001_2
555,C001187,1609,2088,4224104,21.240000,0.152000,2.000000,58,V0267,D001_4
556,C001188,2158,720,5663312,4.290000,0.236000,1.000000,-1,,
557,C001190,47,44,123372,1.370000,0.194000,3.000000,24,V0064,D001_2
558,C001193,1979,1520,5194416,19.110001,0.057000,2.000000,-1,,
559,C001195,194,2469,511525,3.210000,0.049000,2.000000,62,V0004,D001_5
560,C001197,2407,2478,6318446,6.020000,0.181000,2.000000,-1,,
561,C001200,1187,890,3115578,20.610001,0.046000,3.000000,33,V0064,D001_2
562,C001206,721,228,1892132,22.030001,0.076000,1.000000,30,V0064,D001_2
563,C001208,71,468,186772,2.540000,0.142000,2.000000,24,V0064,D001_2
564,C001211,497,91,1304219,4.670000,0.206000,1.000000,24,V0064,D001_2
565,C001213,547,2064,1437392,23.469999,0.169000,2.000000,53,V0267,D001_4
566,C001217,2416,1782,6341366,7.320000,0.143000,2.000000,1,V0127,D001_1
567,C001218,647,1392,1699120,14.690000,0.204000,1.000000,34,V0064,D001_2
568,C001222,1454,1165,3816461,12.360000,0.193000,2.000000,60,V0267,D001_4
569,C001225,203,2030,534702,14.150000,0.161000,3.000000,62,V0004,D001_5
570,C001226,117,2513,309521,3.650000,0.139000,3.000000,62,V0004,D001_5
571,C001232,2113,1148,5545660,17.200001,0.171000,1.000000,-1,,
572,C001237,2345,2202,6155482,5.540000,0.025000,2.000000,3,V0127,D001_1
573,C001239,1902,1843,4992691,4.140000,0.196000,2.000000,-1,,
574,C001240,616,1933,1618317,4.920000,0.121000,1.000000,53,V0267,D001_4
575,C001243,2582,1299,6776467,5.510000,0.148000,3.000000,-1,,
576,C001245,1180,348,3096668,10.260000,0.205000,1.000000,32,V0064,D001_2
577,C001246,1778,1109,4666581,9.160000,0.084000,2.000000,-1,,
578,C001250,1047,1117,2748445,6.540000,0.036000,2.000000,60,V0267,D001_4
579,C001251,443,1235,1163667,22.889999,0.024000,1.000000,28,V0064,D001_2
580,C001252,2508,2172,6583164,8.970000,0.176000,1.000000,3,V0127,D001_1
581,C001253,1256,1781,3297525,15.390000,0.018000,3.000000,55,V0267,D001_4
582,C001254,296,583,777287,2.110000,0.018000,2.000000,27,V0064,D001_2
583,C001255,1906,444,5001788,6.430000,0.132000,1.000000,26,V0064,D001_2
584,C001257,2617,1550,6868558,10.610000,0.006000,2.000000,1,V0127,D001_1
585,C001258,1050,1699,2756899,11.740000,0.093000,2.000000,55,V0267,D001_4
586,C001260,303,1622,796694,18.129999,0.217000,1.000000,25,V0064,D001_2
587,C001263,1825,998,4789798,10.430000,0.223000,2.000000,-1,,
588,C001265,1849,158,4851934,0.570000,0.221000,3.000000,26,V0064,D001_2
589,C001268,511,71,1340935,2.120000,0.108000,2.000000,24,V0064,D001_2
590,C001269,2204,104,5783400,12.780000,0.211000,3.000000,26,V0064,D001_2
591,C001274,2033,1961,5336553,22.110001,0.247000,2.000000,-1,,
592,C001281,2023,1584,5309936,7.820000,0.152000,2.000000,-1,,
593,C001282,2583,1563,6779355,22.309999,0.150000,1.000000,1,V0127,D001_1
594,C001284,1766,1852,4635836,15.740000,0.042000,2.000000,58,V0267,D001_4
595,C001286,23,652,61004,4.490000,0.021000,1.000000,27,V0064,D001_2
596,C001288,1839,201,4825737,16.750000,0.029000,2.000000,26,V0064,D001_2
597,C001289,2269,741,5954597,13.570000,0.119000,3.000000,-1,,
598,C001290,1219,1749,3200405,19.730000,0.146000,2.000000,55,V0267,D001_4
599,C001294,2195,26,5759706,17.639999,0.127000,1.000000,26,V0064,D001_2
600,C001295,201,1931,529355,22.570000,0.085000,2.000000,62,V0004,D001_5
601,C001296,1749,2348,4591724,2.990000,0.024000,1.000000,19,V0190,D001_1
602,C001298,2011,1074,5277938,23.889999,0.018000,2.000000,-1,,
603,C001299,1571,1256,4123560,6.880000,0.223000,3.000000,49,V0049,D001_3
604,C001301,265,85,695445,8.710000,0.101000,2.000000,24,V0064,D001_2
605,C001304,1240,1271,3255031,19.250000,0.102000,2.000000,60,V0267,D001_4
606,C001305,1293,1056,3393888,16.059999,0.132000,2.000000,60,V0267,D001_4
607,C001309,664,523,1742859,5.100000,0.158000,2.000000,33,V0064,D001_2
608,C001311,581,1266,1525810,10.240000,0.143000,3.000000,31,V0064,D001_2
609,C001312,484,2336,1272352,20.420000,0.244000,1.000000,53,V0267,D001_4
610,C001313,412,1258,1082346,20.150000,0.009000,2.000000,28,V0064,D001_2
611,C001314,1510,2381,3964621,22.280001,0.161000,2.000000,4,V0127,D001_1
612,C001318,2139,1151,5613887,11.460000,0.013000,1.000000,36,V0049,D001_3
613,C001319,2025,217,5313817,5.550000,0.127000,1.000000,26,V0064,D001_2
614,C001323,2005,656,5261776,24.299999,0.191000,2.000000,38,V0049,D001_3
615,C001326,1275,9,3345609,22.080000,0.100000,1.000000,32,V0064,D001_2
616,C001327,141,2362,372346,9.170000,0.242000,2.000000,62,V0004,D001_5
617,C001328,540,421,1417381,4.550000,0.093000,3.000000,33,V0064,D001_2
618,C001330,860,66,2256706,19.410000,0.248000,2.000000,30,V0064,D001_2
619,C001331,787,2031,2067119,11.240000,0.149000,2.000000,53,V0267,D001_4
620,C001336,94,2138,248794,9.970000,0.175000,2.000000,62,V0004,D001_5
621,C001337,1701,705,4464129,7.630000,0.136000,3.000000,-1,,
622,C001338,584,2464,1534880,5.630000,0.091000,1.000000,57,V0267,D001_4
623,C001342,147,1008,386736,24.120001,0.226000,3.000000,28,V0064,D001_2
624,C001345,713,1932,1872844,7.250000,0.208000,2.000000,53,V0267,D001_4
625,C001348,751,1596,1972220,11.850000,0.174000,2.000000,34,V0064,D001_2
626,C001349,2401,462,6300686,1.520000,0.055000,2.000000,-1,,
627,C001357,1017,966,2669574,3.780000,0.108000,2.000000,33,V0064,D001_2
628,C001358,1723,1933,4523085,2.310000,0.031000,2.000000,21,V0190,D001_1
629,C001359,1048,1236,2751188,14.070000,0.081000,2.000000,60,V0267,D001_4
630,C001360,1055,269,2768589,23.180000,0.195000,3.000000,32,V0064,D001_2
631,C001361,1163,1945,3053657,7.240000,0.154000,2.000000,55,V0267,D001_4
632,C001364,509,1428,1337044,8.350000,0.229000,1.000000,34,V0064,D001_2
633,C001365,1587,2061,4166349,12.870000,0.036000,1.000000,58,V0267,D001_4
634,C001368,1985,5,5208645,16.670000,0.106000,2.000000,26,V0064,D001_2
635,C001370,2023,1321,5309673,6.270000,0.131000,1.000000,-1,,
636,C001372,629,882,1651378,23.530001,0.226000,2.000000,31,V0064,D001_2
637,C001376,2576,617,6760041,8.140000,0.105000,2.000000,-1,,
638,C001378,1324,2089,3476265,12.030000,0.082000,2.000000,58,V0267,D001_4
639,C001382,1326,1293,3480717,8.500000,0.242000,3.000000,60,V0267,D001_4
640,C001385,552,347,1448795,8.770000,0.137000,2.000000,30,V0064,D001_2
641,C001388,2629,133,6898629,17.129999,0.229000,1.000000,-1,,
642,C001389,771,939,2024043,15.090000,0.044000,1.000000,31,V0064,D001_2
643,C001391,477,1917,1253565,4.530000,0.082000,1.000000,53,V0267,D001_4
644,C001394,103,1692,271964,18.209999,0.139000,3.000000,25,V0064,D001_2
645,C001397,637,1000,1672488,22.049999,0.061000,2.000000,31,V0064,D001_2
646,C001403,621,527,1630031,12.900000,0.114000,2.000000,33,V0064,D001_2
647,C001405,449,284,1178460,13.950000,0.181000,2.000000,24,V0064,D001_2
648,C001409,122,153,320281,10.440000,0.113000,1.000000,24,V0064,D001_2
649,C001412,432,1693,1135261,2.620000,0.220000,2.000000,63,V0004,D001_5
650,C001417,1650,556,4330156,19.830000,0.095000,2.000000,-1,,
651,C001419,1816,2142,4767326,21.930000,0.217000,2.000000,7,V0127,D001_1
652,C001423,1059,2372,2781188,13.920000,0.043000,2.000000,50,V0267,D001_4
653,C001426,1915,1408,5026368,5.410000,0.087000,2.000000,-1,,
654,C001430,1867,1826,4900834,20.190001,0.040000,3.000000,-1,,
655,C001431,2423,132,6358084,24.570000,0.217000,2.000000,-1,,
656,C001433,2549,2395,6690971,10.550000,0.183000,2.000000,-1,,
657,C001434,1038,2195,2725907,20.030001,0.102000,1.000000,50,V0267,D001_4
658,C001435,1019,1667,2675523,20.889999,0.200000,2.000000,55,V0267,D001_4
659,C001437,1968,249,5164281,6.950000,0.020000,3.000000,26,V0064,D001_2
660,C001439,1264,152,3316888,0.990000,0.192000,1.000000,29,V0064,D001_2
661,C001443,1189,2320,3122256,11.440000,0.074000,3.000000,50,V0267,D001_4
662,C001445,2571,560,6746864,2.690000,0.187000,2.000000,-1,,
663,C001451,45,1984,120064,4.030000,0.130000,3.000000,62,V0004,D001_5
664,C001452,1990,788,5222548,13.050000,0.024000,2.000000,-1,,
665,C001454,220,2420,579700,5.510000,0.157000,2.000000,62,V0004,D001_5
666,C001459,735,627,1929267,4.160000,0.129000,2.000000,33,V0064,D001_2
667,C001462,1045,1474,2743554,7.730000,0.153000,2.000000,55,V0267,D001_4
668,C001463,681,2510,1789454,3.230000,0.098000,1.000000,56,V0267,D001_4
669,C001464,1082,340,2839508,3.860000,0.012000,2.000000,32,V0064,D001_2
670,C001467,1472,765,3863293,14.940000,0.094000,2.000000,63,V0004,D001_5
671,C001468,292,987,767195,21.820000,0.103000,3.000000,28,V0064,D001_2
672,C001469,2141,430,5618414,21.730000,0.008000,2.000000,26,V0064,D001_2
673,C001471,1808,1443,4745635,21.610001,0.027000,3.000000,-1,,
674,C001473,2148,1085,5637437,2.500000,0.094000,1.000000,-1,,
675,C001476,674,2464,1771040,7.540000,0.209000,2.000000,51,V0267,D001_4
676,C001477,1737,2383,4560271,14.410000,0.092000,2.000000,19,V0190,D001_1
677,C001482,424,1476,1114052,14.460000,0.208000,1.000000,28,V0064,D001_2
678,C001485,152,1523,400371,7.430000,0.237000,1.000000,25,V0064,D001_2
679,C001486,1653,1981,4339453,5.020000,0.027000,2.000000,58,V0267,D001_4
680,C001487,2166,1913,5685497,11.590000,0.160000,1.000000,18,V0190,D001_1
681,C001490,1712,1360,4493648,24.219999,0.150000,3.000000,48,V0086,D001_3
682,C001492,685,53,1797493,4.770000,0.148000,2.000000,30,V0064,D001_2
683,C001493,2362,1,6197889,22.190001,0.043000,3.000000,-1,,
684,C001494,647,493,1698221,24.660000,0.066000,2.000000,33,V0064,D001_2
685,C001497,1826,2386,4793810,10.260000,0.117000,2.000000,7,V0127,D001_1
686,C001498,2276,2164,5974388,20.740000,0.091000,2.000000,3,V0127,D001_1
687,C001500,1376,1640,3612264,0.890000,0.018000,3.000000,58,V0267,D001_4
688,C001502,1403,1086,3682558,7.880000,0.128000,2.000000,60,V0267,D001_4
689,C001506,1796,2495,4715199,15.290000,0.145000,2.000000,7,V0127,D001_1
690,C001507,920,39,2414119,20.840000,0.212000,2.000000,30,V0064,D001_2
691,C001508,1764,1002,4629738,19.959999,0.192000,2.000000,-1,,
692,C001511,883,1407,2318399,0.590000,0.099000,1.000000,63,V0004,D001_5
693,C001512,2,2591,7839,6.150000,0.249000,1.000000,-1,,
694,C001513,1495,412,3923292,20.129999,0.144000,2.000000,29,V0064,D001_2
695,C001521,2585,1858,6784898,15.070000,0.120000,1.000000,1,V0127,D001_1
