Customer_ID,Latitude,Longitude,City,Order_Weight,Order_Volume,Time_Window_Start,Time_Window_End,Service_Time,Priority_Level,Delivery_Type,Return_Flag,x_km,y_km,row,col,Customer_ID_idx,Territory_Depot
C000733,10.870062,106.800553,Ho Chi Minh City,19.740000,0.126000,10:00,18:00,8,1,Home,False,11679.471581,1201.902755,2366,2411,331,D001_1
C000734,10.770769,106.783977,Ho Chi Minh City,4.590000,0.184000,13:00,16:00,12,3,Locker,False,11677.658866,1190.923928,1268,2230,332,D001_4
C000738,10.806057,106.784143,Ho Chi Minh City,9.910000,0.045000,15:00,21:00,11,2,Home,True,11677.677020,1194.825722,1658,2232,333,D001_1
C000739,10.720102,106.728386,Ho Chi Minh City,21.600000,0.224000,08:00,16:00,8,2,Home,False,11671.579558,1185.321678,708,1622,334,D001_5
C000751,10.881797,106.743055,Ho Chi Minh City,11.270000,0.054000,17:00,21:00,15,3,Home,True,11673.183727,1203.200294,2496,1782,335,D001_1
C000752,10.853995,106.611252,Ho Chi Minh City,7.580000,0.194000,08:00,16:00,10,3,Office,False,11658.770043,1200.126227,2188,341,336,D001_3
C000753,10.775940,106.704488,Ho Chi Minh City,17.940000,0.178000,09:00,16:00,7,3,Home,False,11668.966125,1191.495686,1325,1361,337,D001_5
C000755,10.868728,106.746478,Ho Chi Minh City,10.050000,0.066000,09:00,16:00,9,2,Locker,False,11673.558059,1201.755255,2351,1820,338,D001_1
C000757,10.865869,106.669812,Ho Chi Minh City,4.610000,0.241000,15:00,21:00,13,2,Locker,False,11665.174035,1201.439135,2320,981,339,D001_3
C000761,10.807569,106.793847,Ho Chi Minh City,19.150000,0.084000,17:00,21:00,5,3,Home,False,11678.738227,1194.992904,1675,2338,340,D001_1
C000767,10.695695,106.605719,Ho Chi Minh City,5.990000,0.077000,15:00,21:00,6,2,Home,True,11658.164967,1182.622996,438,281,341,D001_2
C000769,10.662615,106.812441,Ho Chi Minh City,22.150000,0.228000,15:00,21:00,4,2,Home,False,11680.771626,1178.965341,72,2541,342,D001_4
C000772,10.852084,106.585182,Ho Chi Minh City,19.770000,0.094000,09:00,16:00,12,2,Home,False,11655.919086,1199.914928,2167,56,343,D001_3
C000773,10.855191,106.748801,Ho Chi Minh City,15.620000,0.095000,09:00,18:00,8,1,Office,False,11673.812097,1200.258469,2202,1845,344,D001_1
C000776,10.677125,106.811201,Ho Chi Minh City,13.730000,0.011000,10:00,18:00,10,3,Home,False,11680.636022,1180.569711,233,2528,345,D001_4
C000777,10.708639,106.800758,Ho Chi Minh City,13.160000,0.096000,08:00,11:00,6,3,Home,False,11679.493999,1184.054214,581,2413,346,D001_4
C000778,10.706680,106.759631,Ho Chi Minh City,6.600000,0.211000,10:00,18:00,12,2,Home,False,11674.996442,1183.837608,560,1964,347,D001_4
C000783,10.714824,106.791587,Ho Chi Minh City,24.180000,0.224000,15:00,21:00,13,2,Home,True,11678.491079,1184.738090,650,2313,348,D001_4
C000784,10.710556,106.688373,Ho Chi Minh City,9.510000,0.096000,13:00,16:00,7,2,Home,False,11667.203825,1184.266177,602,1184,349,D001_2
C000785,10.669465,106.654292,Ho Chi Minh City,16.200000,0.158000,13:00,16:00,10,3,Home,False,11663.476802,1179.722745,148,812,350,D001_2
C000789,10.673933,106.791408,Ho Chi Minh City,11.600000,0.213000,09:00,16:00,13,3,Locker,False,11678.471504,1180.216772,197,2311,351,D001_4
C000790,10.777919,106.749778,Ho Chi Minh City,15.100000,0.151000,15:00,18:00,14,2,Home,False,11673.918939,1191.714504,1347,1856,352,D001_4
C000791,10.713055,106.707141,Ho Chi Minh City,15.850000,0.134000,15:00,20:00,9,1,Home,False,11669.256252,1184.542491,630,1390,353,D001_2
C000792,10.676377,106.815896,Ho Chi Minh City,24.360000,0.202000,09:00,12:00,7,3,Home,False,11681.149457,1180.487005,224,2579,354,D001_4
C000795,10.795339,106.607382,Ho Chi Minh City,19.080000,0.214000,15:00,20:00,9,2,Locker,False,11658.346829,1193.640633,1540,299,355,D001_2
C000796,10.825656,106.750275,Ho Chi Minh City,12.370000,0.215000,08:00,11:00,13,2,Office,False,11673.973290,1196.992784,1875,1861,356,D001_1
C000798,10.819130,106.685171,Ho Chi Minh City,19.910000,0.195000,10:00,18:00,5,2,Home,False,11666.853661,1196.271204,1803,1149,357,D001_3
C000799,10.737529,106.773523,Ho Chi Minh City,12.150000,0.058000,10:00,18:00,3,1,Office,False,11676.515640,1187.248582,901,2116,358,D001_4
C000800,10.784002,106.640670,Ho Chi Minh City,0.820000,0.046000,08:00,16:00,5,3,Home,False,11661.987130,1192.387101,1415,663,359,D001_2
C000801,10.720483,106.776714,Ho Chi Minh City,14.400000,0.232000,15:00,20:00,9,2,Home,False,11676.864601,1185.363805,712,2150,360,D001_4
C000803,10.700588,106.770836,Ho Chi Minh City,5.430000,0.229000,09:00,16:00,4,3,Home,True,11676.221796,1183.164015,492,2086,361,D001_4
C000807,10.790518,106.608741,Ho Chi Minh City,18.100000,0.136000,08:00,16:00,3,3,Home,False,11658.495446,1193.107575,1487,314,362,D001_2
C000809,10.727359,106.651647,Ho Chi Minh City,13.510000,0.198000,17:00,21:00,8,2,Locker,False,11663.187551,1186.124085,788,783,363,D001_2
C000812,10.765057,106.699087,Ho Chi Minh City,11.140000,0.150000,17:00,20:00,8,2,Home,False,11668.375484,1190.292352,1205,1302,364,D001_2
C000813,10.761771,106.681335,Ho Chi Minh City,16.490000,0.080000,15:00,20:00,12,2,Home,False,11666.434165,1189.929019,1169,1107,365,D001_2
C000815,10.751013,106.740750,Ho Chi Minh City,6.070000,0.177000,15:00,20:00,9,2,Home,False,11672.931657,1188.739507,1050,1757,366,D001_4
C000817,10.801085,106.719430,Ho Chi Minh City,12.150000,0.038000,08:00,16:00,8,2,Home,False,11670.600149,1194.275968,1603,1524,367,D001_1
C000818,10.822999,106.731916,Ho Chi Minh City,16.780000,0.026000,10:00,16:00,11,2,Home,False,11671.965591,1196.698999,1846,1661,368,D001_1
C000820,10.667670,106.727719,Ho Chi Minh City,1.100000,0.240000,10:00,18:00,5,2,Home,False,11671.506616,1179.524272,128,1615,369,D001_2
C000821,10.828373,106.649268,Ho Chi Minh City,2.880000,0.130000,10:00,18:00,8,2,Locker,False,11662.927389,1197.293203,1905,757,370,D001_3
C000822,10.723554,106.739448,Ho Chi Minh City,2.830000,0.124000,15:00,21:00,15,3,Home,True,11672.789273,1185.703366,746,1743,371,D001_5
C000825,10.721748,106.672729,Ho Chi Minh City,6.080000,0.197000,09:00,12:00,12,2,Home,True,11665.493032,1185.503676,726,1013,372,D001_2
C000827,10.807752,106.765405,Ho Chi Minh City,3.940000,0.180000,17:00,21:00,12,1,Locker,False,11675.627873,1195.013139,1677,2027,373,D001_1
C000829,10.662082,106.774669,Ho Chi Minh City,8.350000,0.159000,15:00,18:00,8,3,Locker,False,11676.640964,1178.906407,66,2128,374,D001_5
C000831,10.840300,106.784194,Ho Chi Minh City,1.190000,0.228000,15:00,21:00,6,1,Home,False,11677.682597,1198.611971,2037,2232,375,D001_1
C000834,10.762201,106.685621,Ho Chi Minh City,1.220000,0.038000,17:00,21:00,9,1,Home,False,11666.902872,1189.976565,1173,1154,376,D001_2
C000836,10.821436,106.761257,Ho Chi Minh City,22.390000,0.095000,09:00,18:00,5,3,Home,False,11675.174257,1196.526179,1828,1981,377,D001_1
C000837,10.696592,106.649690,Ho Chi Minh City,1.490000,0.036000,09:00,18:00,14,2,Home,False,11662.973538,1182.722177,448,761,378,D001_2
C000838,10.783483,106.674106,Ho Chi Minh City,20.870000,0.228000,09:00,12:00,10,2,Locker,False,11665.643617,1192.329715,1409,1028,379,D001_2
C000847,10.792140,106.685977,Ho Chi Minh City,0.860000,0.169000,15:00,20:00,3,3,Home,False,11666.941803,1193.286920,1504,1158,380,D001_3
C000848,10.746859,106.691248,Ho Chi Minh City,10.750000,0.151000,10:00,18:00,12,1,Home,False,11667.518228,1188.280200,1004,1216,381,D001_2
C000849,10.712700,106.690664,Ho Chi Minh City,2.550000,0.236000,17:00,21:00,5,1,Home,True,11667.454363,1184.503239,626,1209,382,D001_2
C000851,10.692756,106.758887,Ho Chi Minh City,3.370000,0.098000,15:00,18:00,3,2,Home,False,11674.915079,1182.298031,406,1956,383,D001_5
C000854,10.818615,106.689204,Ho Chi Minh City,14.320000,0.052000,08:00,11:00,4,2,Locker,False,11667.294701,1196.214261,1797,1194,384,D001_3
C000858,10.895852,106.728238,Ho Chi Minh City,7.320000,0.074000,13:00,18:00,5,2,Home,False,11671.563373,1204.754356,2651,1620,385,D001_3
C000865,10.893201,106.603780,Ho Chi Minh City,20.410000,0.160000,09:00,16:00,13,2,Home,False,11657.952922,1204.461235,2622,259,386,D001_3
C000868,10.878363,106.754543,Ho Chi Minh City,13.720000,0.104000,08:00,12:00,13,3,Home,False,11674.440029,1202.820597,2458,1908,387,D001_1
C000871,10.852443,106.737369,Ho Chi Minh City,19.670000,0.077000,15:00,20:00,15,2,Home,False,11672.561919,1199.954623,2171,1720,388,D001_1
C000874,10.783359,106.731411,Ho Chi Minh City,20.290000,0.035000,10:00,16:00,11,2,Home,False,11671.910365,1192.316005,1407,1655,389,D001_4
C000875,10.754101,106.747776,Ho Chi Minh City,15.940000,0.215000,10:00,18:00,11,2,Home,False,11673.700005,1189.080948,1084,1834,390,D001_4
C000876,10.818587,106.713562,Ho Chi Minh City,12.140000,0.030000,15:00,20:00,11,2,Home,False,11669.958438,1196.211165,1797,1460,391,D001_3
C000878,10.872887,106.698456,Ho Chi Minh City,3.510000,0.118000,08:00,16:00,9,2,Home,False,11668.306479,1202.215116,2397,1295,392,D001_3
C000879,10.695308,106.701871,Ho Chi Minh City,8.790000,0.011000,17:00,21:00,5,3,Home,False,11668.679936,1182.580206,434,1332,393,D001_2
C000883,10.868169,106.788220,Ho Chi Minh City,17.040000,0.069000,08:00,11:00,5,1,Home,True,11678.122871,1201.693446,2345,2276,394,D001_1
C000888,10.795996,106.721877,Ho Chi Minh City,8.730000,0.047000,10:00,16:00,11,2,Home,False,11670.867748,1193.713278,1547,1551,395,D001_1
C000889,10.772442,106.721690,Ho Chi Minh City,12.010000,0.098000,10:00,16:00,13,3,Locker,True,11670.847298,1191.108912,1287,1549,396,D001_5
C000893,10.686499,106.673719,Ho Chi Minh City,21.210000,0.181000,09:00,18:00,3,2,Home,False,11665.601296,1181.606194,336,1024,397,D001_2
C000894,10.820349,106.597412,Ho Chi Minh City,1.940000,0.182000,17:00,21:00,10,3,Home,False,11657.256532,1196.405989,1816,190,398,D001_2
C000895,10.688568,106.816523,Ho Chi Minh City,21.450000,0.023000,08:00,11:00,5,2,Home,False,11681.218024,1181.834964,359,2586,399,D001_4
C000896,10.744131,106.747602,Ho Chi Minh City,7.650000,0.160000,15:00,18:00,3,1,Home,False,11673.680977,1187.978565,974,1832,400,D001_4
C000897,10.872405,106.591731,Ho Chi Minh City,24.520000,0.208000,08:00,12:00,8,2,Home,False,11656.635270,1202.161821,2392,128,401,D001_3
C000899,10.845358,106.584265,Ho Chi Minh City,18.710000,0.139000,15:00,18:00,4,2,Home,False,11655.818805,1199.171234,2093,46,402,D001_3
C000900,10.879720,106.740979,Ho Chi Minh City,20.050000,0.129000,15:00,18:00,12,1,Locker,False,11672.956700,1202.970640,2473,1760,403,D001_1
C000902,10.673164,106.614433,Ho Chi Minh City,7.530000,0.111000,10:00,16:00,10,2,Locker,False,11659.117910,1180.131743,189,376,404,D001_2
C000903,10.849094,106.695118,Ho Chi Minh City,15.980000,0.100000,13:00,16:00,3,1,Office,False,11667.941443,1199.584324,2134,1258,405,D001_3
C000904,10.863072,106.740664,Ho Chi Minh City,11.670000,0.139000,08:00,16:00,7,2,Home,False,11672.922253,1201.129871,2289,1756,406,D001_1
C000906,10.854009,106.731215,Ho Chi Minh City,0.420000,0.185000,15:00,18:00,12,2,Office,False,11671.888931,1200.127775,2189,1653,407,D001_1
C000911,10.657270,106.641713,Ho Chi Minh City,10.910000,0.069000,15:00,21:00,4,2,Locker,False,11662.101191,1178.374344,13,674,408,D001_2
C000922,10.718338,106.810292,Ho Chi Minh City,22.880000,0.133000,13:00,18:00,14,2,Home,False,11680.536616,1185.126633,688,2518,409,D001_4
C000924,10.815849,106.649441,Ho Chi Minh City,10.260000,0.100000,10:00,16:00,11,2,Home,False,11662.946308,1195.908424,1767,759,410,D001_3
C000925,10.768412,106.780479,Ho Chi Minh City,21.920000,0.021000,09:00,18:00,8,1,Office,False,11677.276333,1190.663315,1242,2192,411,D001_4
C000926,10.778230,106.761457,Ho Chi Minh City,9.380000,0.194000,08:00,12:00,14,1,Locker,False,11675.196129,1191.748891,1351,1984,412,D001_4
C000927,10.769069,106.647047,Ho Chi Minh City,13.390000,0.224000,15:00,20:00,15,2,Home,False,11662.684505,1190.735959,1249,732,413,D001_2
C000928,10.659556,106.707023,Ho Chi Minh City,8.860000,0.143000,08:00,12:00,11,2,Home,False,11669.243347,1178.627107,39,1388,414,D001_2
C000930,10.668947,106.792028,Ho Chi Minh City,20.550000,0.199000,17:00,21:00,7,2,Home,False,11678.539306,1179.665470,142,2318,415,D001_4
C000931,10.807514,106.638772,Ho Chi Minh City,13.190000,0.218000,17:00,20:00,8,2,Home,False,11661.779569,1194.986823,1674,642,416,D001_2
C000932,10.881777,106.762526,Ho Chi Minh City,17.180000,0.034000,10:00,18:00,8,2,Home,False,11675.313032,1203.198083,2496,1995,417,D001_1
C000933,10.729349,106.742156,Ho Chi Minh City,19.450000,0.233000,09:00,16:00,10,3,Office,False,11673.085414,1186.344119,810,1773,418,D001_5
C000934,10.771880,106.665257,Ho Chi Minh City,5.330000,0.189000,09:00,16:00,4,2,Locker,True,11664.675910,1191.046772,1280,932,419,D001_2
C000935,10.674593,106.784818,Ho Chi Minh City,16.320000,0.156000,08:00,16:00,12,2,Home,False,11677.750836,1180.289748,205,2239,420,D001_4
C000936,10.758761,106.719927,Ho Chi Minh City,9.550000,0.248000,09:00,18:00,7,2,Home,False,11670.654500,1189.596204,1135,1529,421,D001_5
C000939,10.728268,106.761286,Ho Chi Minh City,24.060000,0.125000,17:00,20:00,8,2,Home,False,11675.177429,1186.224593,798,1982,422,D001_4
C000940,10.804278,106.683100,Ho Chi Minh City,24.970000,0.248000,10:00,16:00,15,1,Home,False,11666.627181,1194.629018,1639,1127,423,D001_3
C000944,10.749761,106.743475,Ho Chi Minh City,18.010000,0.047000,10:00,16:00,6,2,Locker,False,11673.229657,1188.601074,1036,1787,424,D001_4
C000945,10.681832,106.601020,Ho Chi Minh City,14.260000,0.049000,08:00,12:00,6,2,Home,False,11657.651094,1181.090164,285,229,425,D001_2
C000947,10.662212,106.740345,Ho Chi Minh City,22.690000,0.011000,13:00,18:00,14,2,Home,False,11672.887367,1178.920781,68,1753,426,D001_2
C000950,10.792778,106.804956,Ho Chi Minh City,6.870000,0.237000,08:00,11:00,12,2,Home,False,11679.953083,1193.357463,1512,2459,427,D001_1
C000951,10.858296,106.761160,Ho Chi Minh City,2.950000,0.026000,13:00,18:00,6,3,Home,False,11675.163650,1200.601789,2236,1980,428,D001_1
C000952,10.817934,106.595326,Ho Chi Minh City,3.080000,0.007000,10:00,16:00,8,1,Home,True,11657.028411,1196.138962,1790,167,429,D001_2
C000956,10.851602,106.642195,Ho Chi Minh City,23.040000,0.239000,17:00,21:00,9,1,Home,False,11662.153901,1199.861633,2162,679,430,D001_3
C000957,10.823245,106.690858,Ho Chi Minh City,9.960000,0.203000,10:00,18:00,12,2,Home,False,11667.475579,1196.726200,1848,1212,431,D001_3
C000958,10.709372,106.591838,Ho Chi Minh City,13.700000,0.096000,17:00,20:00,15,2,Home,False,11656.646971,1184.135262,589,129,432,D001_2
C000959,10.739900,106.619672,Ho Chi Minh City,10.400000,0.021000,17:00,20:00,14,2,Home,True,11659.690836,1187.510743,927,433,433,D001_2
C000961,10.697271,106.721764,Ho Chi Minh City,24.870000,0.008000,09:00,12:00,14,1,Home,False,11670.855390,1182.797254,456,1550,434,D001_2
C000963,10.696912,106.677261,Ho Chi Minh City,14.200000,0.035000,09:00,16:00,12,2,Home,False,11665.988641,1182.757560,452,1063,435,D001_2
C000964,10.857738,106.792168,Ho Chi Minh City,15.180000,0.063000,13:00,16:00,13,1,Home,False,11678.554616,1200.540091,2230,2319,436,D001_1
C000966,10.774847,106.713245,Ho Chi Minh City,16.650000,0.118000,15:00,20:00,12,1,Home,False,11669.923771,1191.374833,1313,1456,437,D001_5
C000968,10.894400,106.765387,Ho Chi Minh City,24.620000,0.201000,10:00,16:00,5,3,Locker,False,11675.625905,1204.593808,2635,2027,438,D001_1
C000970,10.682673,106.730746,Ho Chi Minh City,21.950000,0.098000,13:00,20:00,15,1,Home,False,11671.837642,1181.183154,294,1648,439,D001_2
C000973,10.870331,106.674379,Ho Chi Minh City,11.510000,0.100000,13:00,16:00,13,2,Home,False,11665.673472,1201.932499,2369,1031,440,D001_3
C000976,10.705562,106.782986,Ho Chi Minh City,15.050000,0.015000,08:00,16:00,13,2,Home,False,11677.550493,1183.713990,547,2219,441,D001_4
C000978,10.667250,106.681039,Ho Chi Minh City,22.430000,0.212000,13:00,20:00,3,2,Home,False,11666.401795,1179.477832,124,1104,442,D001_2
C000979,10.871281,106.677538,Ho Chi Minh City,20.120000,0.008000,08:00,16:00,5,1,Home,True,11666.018933,1202.037540,2380,1066,443,D001_3
C000981,10.666963,106.610008,Ho Chi Minh City,9.600000,0.040000,17:00,20:00,4,2,Home,False,11658.634002,1179.446099,120,327,444,D001_2
C000983,10.726276,106.729672,Ho Chi Minh City,17.450000,0.008000,13:00,18:00,11,2,Home,False,11671.720192,1186.004337,776,1636,445,D001_5
C000984,10.803858,106.807955,Ho Chi Minh City,11.120000,0.069000,10:00,16:00,3,2,Home,True,11680.281047,1194.582579,1634,2492,446,D001_1
C000986,10.861959,106.586757,Ho Chi Minh City,13.920000,0.158000,08:00,16:00,11,2,Home,False,11656.091324,1201.006807,2276,73,447,D001_3
C000987,10.754863,106.626676,Ho Chi Minh City,5.070000,0.172000,17:00,21:00,14,3,Home,False,11660.456778,1189.165202,1092,510,448,D001_2
C000988,10.892557,106.673759,Ho Chi Minh City,14.300000,0.182000,17:00,21:00,12,2,Home,False,11665.605670,1204.390027,2615,1025,449,D001_3
C000990,10.858092,106.637684,Ho Chi Minh City,22.750000,0.189000,10:00,16:00,8,1,Home,False,11661.660588,1200.579232,2234,630,450,D001_3
C000992,10.818350,106.661948,Ho Chi Minh City,11.560000,0.113000,09:00,18:00,7,2,Home,False,11664.314045,1196.184959,1794,895,451,D001_3
C000994,10.681220,106.658880,Ho Chi Minh City,13.560000,0.212000,09:00,16:00,7,2,Home,False,11663.978536,1181.022495,278,862,452,D001_2
C000996,10.704161,106.712702,Ho Chi Minh City,24.950000,0.241000,10:00,18:00,9,3,Home,True,11669.864390,1183.559082,532,1450,453,D001_2
C000998,10.880510,106.655307,Ho Chi Minh City,14.580000,0.020000,17:00,21:00,6,2,Home,False,11663.587800,1203.057991,2482,823,454,D001_3
C000999,10.812875,106.642205,Ho Chi Minh City,20.600000,0.007000,13:00,20:00,12,2,Home,False,11662.154995,1195.579589,1734,680,455,D001_3
C001000,10.682083,106.732031,Ho Chi Minh City,19.050000,0.144000,15:00,20:00,9,1,Home,False,11671.978167,1181.117917,288,1662,456,D001_2
C001001,10.812186,106.704087,Ho Chi Minh City,13.760000,0.068000,10:00,16:00,9,2,Home,False,11668.922273,1195.503406,1726,1356,457,D001_3
C001003,10.841531,106.788635,Ho Chi Minh City,7.760000,0.073000,09:00,16:00,14,2,Home,False,11678.168255,1198.748083,2051,2281,458,D001_1
C001006,10.676129,106.678126,Ho Chi Minh City,17.080000,0.097000,09:00,16:00,6,2,Home,False,11666.083236,1180.459584,222,1072,459,D001_2
C001007,10.832036,106.675919,Ho Chi Minh City,20.180000,0.031000,10:00,18:00,15,2,Home,False,11665.841883,1197.698221,1946,1048,460,D001_3
C001010,10.803499,106.651029,Ho Chi Minh City,12.500000,0.024000,13:00,16:00,6,1,Locker,False,11663.119968,1194.542884,1630,776,461,D001_3
C001012,10.745009,106.797588,Ho Chi Minh City,1.290000,0.172000,08:00,11:00,5,1,Locker,False,11679.147335,1188.075645,983,2379,462,D001_4
C001013,10.832104,106.631130,Ho Chi Minh City,19.250000,0.167000,15:00,18:00,13,2,Home,False,11660.943857,1197.705739,1946,558,463,D001_3
C001015,10.768887,106.600909,Ho Chi Minh City,19.290000,0.039000,13:00,16:00,12,2,Locker,False,11657.638956,1190.715836,1247,228,464,D001_2
C001019,10.767745,106.645334,Ho Chi Minh City,19.490000,0.115000,13:00,16:00,7,2,Home,False,11662.497175,1190.589565,1235,714,465,D001_2
C001020,10.694585,106.643052,Ho Chi Minh City,10.550000,0.105000,09:00,18:00,12,2,Home,False,11662.247621,1182.500263,426,689,466,D001_2
C001024,10.865218,106.803231,Ho Chi Minh City,19.580000,0.055000,08:00,12:00,4,3,Home,True,11679.764441,1201.367154,2313,2440,467,D001_1
C001025,10.844446,106.625626,Ho Chi Minh City,10.560000,0.123000,10:00,18:00,14,1,Locker,False,11660.341952,1199.070394,2083,498,468,D001_3
C001027,10.703087,106.691654,Ho Chi Minh City,5.120000,0.226000,08:00,12:00,4,2,Home,False,11667.562628,1183.440330,520,1220,469,D001_2
C001028,10.815106,106.599517,Ho Chi Minh City,16.290000,0.211000,17:00,20:00,3,1,Home,False,11657.486730,1195.826270,1758,213,470,D001_2
C001029,10.873850,106.771777,Ho Chi Minh City,23.490000,0.225000,10:00,16:00,7,2,Home,False,11676.324701,1202.321594,2408,2097,471,D001_1
C001031,10.864518,106.786979,Ho Chi Minh City,0.760000,0.245000,08:00,11:00,12,3,Locker,False,11677.987158,1201.289755,2305,2263,472,D001_1
C001032,10.770557,106.750211,Ho Chi Minh City,19.550000,0.223000,10:00,16:00,6,2,Home,False,11673.966291,1190.900487,1266,1861,473,D001_4
C001033,10.683053,106.586425,Ho Chi Minh City,15.880000,0.240000,10:00,16:00,11,1,Home,False,11656.055018,1181.225170,298,70,474,D001_2
C001034,10.701967,106.603514,Ho Chi Minh City,3.120000,0.061000,15:00,20:00,3,3,Locker,False,11657.923833,1183.316491,507,256,475,D001_2
C001035,10.711789,106.634459,Ho Chi Minh City,13.880000,0.060000,13:00,16:00,9,3,Home,False,11661.307909,1184.402510,616,595,476,D001_2
C001038,10.674507,106.585314,Ho Chi Minh City,17.040000,0.097000,13:00,18:00,14,2,Home,False,11655.933521,1180.280239,204,57,477,D001_2
C001040,10.826377,106.807765,Ho Chi Minh City,13.920000,0.207000,09:00,16:00,13,2,Locker,False,11680.260269,1197.072505,1883,2490,478,D001_1
C001041,10.660703,106.660636,Ho Chi Minh City,9.450000,0.192000,15:00,21:00,14,2,Home,False,11664.170568,1178.753931,51,881,479,D001_2
C001044,10.668109,106.784423,Ho Chi Minh City,19.250000,0.006000,10:00,18:00,12,2,Locker,False,11677.707640,1179.572812,133,2235,480,D001_4
C001046,10.658534,106.730961,Ho Chi Minh City,4.400000,0.190000,13:00,18:00,3,2,Home,True,11671.861154,1178.514104,27,1650,481,D001_2
C001049,10.815359,106.724053,Ho Chi Minh City,1.970000,0.202000,15:00,21:00,8,3,Home,False,11671.105710,1195.854245,1761,1575,482,D001_1
C001050,10.857083,106.608988,Ho Chi Minh City,14.590000,0.197000,15:00,20:00,9,1,Home,False,11658.522457,1200.467667,2223,316,483,D001_3
C001052,10.668802,106.686353,Ho Chi Minh City,17.460000,0.186000,10:00,18:00,12,2,Home,False,11666.982922,1179.649437,141,1162,484,D001_2
C001054,10.824328,106.796741,Ho Chi Minh City,17.010000,0.136000,15:00,20:00,8,1,Home,True,11679.054709,1196.845947,1860,2370,485,D001_1
C001056,10.883766,106.674952,Ho Chi Minh City,15.410000,0.137000,09:00,18:00,5,2,Home,False,11665.736134,1203.418007,2518,1038,486,D001_3
C001057,10.794505,106.691194,Ho Chi Minh City,1.230000,0.174000,13:00,18:00,9,2,Locker,False,11667.512323,1193.548418,1531,1215,487,D001_3
C001058,10.778144,106.798511,Ho Chi Minh City,19.190000,0.042000,15:00,20:00,11,3,Home,False,11679.248272,1191.739382,1350,2389,488,D001_4
C001059,10.675842,106.697848,Ho Chi Minh City,1.630000,0.021000,13:00,16:00,5,2,Locker,False,11668.239990,1180.427850,219,1288,489,D001_2
C001060,10.842959,106.660961,Ho Chi Minh City,19.210000,0.045000,10:00,16:00,12,1,Home,False,11664.206109,1198.905977,2066,885,490,D001_3
C001065,10.850220,106.586777,Ho Chi Minh City,1.860000,0.164000,15:00,18:00,9,2,Home,False,11656.093512,1199.708825,2147,73,491,D001_3
C001066,10.719559,106.725786,Ho Chi Minh City,5.220000,0.079000,15:00,21:00,6,3,Home,False,11671.295227,1185.261639,702,1594,492,D001_5
C001070,10.786279,106.766834,Ho Chi Minh City,11.360000,0.048000,15:00,18:00,7,1,Home,False,11675.784146,1192.638869,1440,2042,493,D001_4
C001071,10.828068,106.704545,Ho Chi Minh City,9.180000,0.116000,09:00,12:00,6,1,Home,False,11668.972359,1197.259479,1902,1361,494,D001_3
C001072,10.842492,106.684627,Ho Chi Minh City,1.500000,0.152000,09:00,18:00,8,3,Locker,False,11666.794170,1198.854340,2061,1143,495,D001_3
C001073,10.857206,106.757215,Ho Chi Minh City,14.890000,0.137000,09:00,12:00,10,2,Home,False,11674.732233,1200.481267,2224,1937,496,D001_1
C001075,10.665995,106.728018,Ho Chi Minh City,17.080000,0.030000,15:00,21:00,4,2,Home,False,11671.539314,1179.339067,110,1618,497,D001_2
C001078,10.818291,106.762263,Ho Chi Minh City,16.740000,0.179000,10:00,18:00,14,2,Home,False,11675.284271,1196.178436,1794,1992,498,D001_1
C001081,10.754754,106.594246,Ho Chi Minh City,24.080000,0.187000,09:00,16:00,8,1,Home,False,11656.910305,1189.153150,1091,155,499,D001_2
C001082,10.809374,106.778570,Ho Chi Minh City,13.550000,0.055000,09:00,16:00,4,1,Home,False,11677.067569,1195.192483,1695,2171,500,D001_1
C001084,10.825907,106.761862,Ho Chi Minh City,7.830000,0.116000,10:00,16:00,6,2,Home,True,11675.240419,1197.020537,1878,1988,501,D001_1
C001086,10.806529,106.660903,Ho Chi Minh City,24.710000,0.247000,08:00,16:00,14,3,Home,False,11664.199766,1194.877912,1664,884,502,D001_3
C001087,10.813506,106.704463,Ho Chi Minh City,21.670000,0.228000,08:00,16:00,13,1,Locker,False,11668.963391,1195.649358,1741,1360,503,D001_3
C001091,10.710447,106.642876,Ho Chi Minh City,9.740000,0.231000,17:00,20:00,12,2,Home,False,11662.228374,1184.254125,601,687,504,D001_2
C001092,10.658309,106.784951,Ho Chi Minh City,5.850000,0.209000,09:00,16:00,3,2,Home,False,11677.765381,1178.489226,25,2241,505,D001_4
C001093,10.776982,106.594605,Ho Chi Minh City,4.320000,0.063000,08:00,12:00,8,2,Locker,False,11656.949564,1191.610900,1337,159,506,D001_2
C001095,10.783372,106.806019,Ho Chi Minh City,9.320000,0.063000,13:00,20:00,3,2,Home,False,11680.069330,1192.317442,1408,2471,507,D001_4
C001096,10.781112,106.698779,Ho Chi Minh City,21.420000,0.039000,15:00,20:00,10,1,Home,False,11668.341802,1192.067554,1383,1298,508,D001_5
C001098,10.684459,106.753889,Ho Chi Minh City,20.140000,0.069000,10:00,16:00,10,2,Home,False,11674.368509,1181.380632,314,1901,509,D001_5
C001100,10.728637,106.638209,Ho Chi Minh City,24.790000,0.063000,15:00,21:00,9,2,Home,False,11661.718001,1186.265393,802,636,510,D001_2
C001101,10.788507,106.638614,Ho Chi Minh City,13.420000,0.059000,17:00,20:00,13,3,Home,False,11661.762291,1192.885219,1464,640,511,D001_2
